Meter S/N:," ""0601B14R""",,,,,
0.0143152,88.37306976,0,0,0,,
0.0143168,87.11164093,0,0,0,,
0.0143184,87.74368286,0,0,0,,
0.01432,88.96232605,0,0,0,,
0.0143216,90.56214905,0,0,0,,
0.0143232,92.30994415,0,0,0,,
0.0143248,94.16292572,0,0,0,,
0.0143264,96.0797348,0,0,0,,
0.014328,98.00875092,0,0,0,,
0.0143296,99.91424561,0,0,0,,
0.0143312,101.8331757,0,0,0,,
0.0143328,103.7397385,0,0,0,,
0.0143344,105.6284332,0,0,0,,
0.014336,107.418663,0,0,0,,
0.0143376,107.4425278,0,0,0,,
0.0143392,106.3578949,0,0,0,,
0.0143408,105.0239716,0,0,0,,
0.0143424,103.4736557,0,0,0,,
0.014344,101.7764282,0,0,0,,
0.0143456,99.97470856,0,0,0,,
0.0143472,98.12242889,0,0,0,,
0.0143488,96.21392822,0,0,0,,
0.0143504,94.27147675,0,0,0,,
0.014352,92.31648254,0,0,0,,
0.0143536,90.36449432,0,0,0,,
0.0143552,88.4223938,0,0,0,,
0.0143568,87.24052429,0,0,0,,
0.0143584,87.77373505,0,0,0,,
0.01436,89.02085114,0,0,0,,
0.0143616,90.60705566,0,0,0,,
0.0143632,92.3871994,0,0,0,,
0.0143648,94.24637604,0,0,0,,
0.0143664,96.16300964,0,0,0,,
0.014368,98.06850433,0,0,0,,
0.0143696,99.99610138,0,0,0,,
0.0143712,101.9141464,0,0,0,,
0.0143728,103.8184128,0,0,0,,
0.0143744,105.6966782,0,0,0,,
0.014376,107.4798355,0,0,0,,
0.0143776,107.5213776,0,0,0,,
0.0143792,106.4123459,0,0,0,,
0.0143808,105.0563278,0,0,0,,
0.0143824,103.5288162,0,0,0,,
0.014384,101.8220367,0,0,0,,
0.0143856,100.0314636,0,0,0,,
0.0143872,98.1738739,0,0,0,,
0.0143888,96.26377869,0,0,0,,
0.0143904,94.31002045,0,0,0,,
0.014392,92.35325623,0,0,0,,
0.0143936,90.39861298,0,0,0,,
0.0143952,88.46394348,0,0,0,,
0.0143968,87.25519562,0,0,0,,
0.0143984,87.81333923,0,0,0,,
0.0144,89.04454041,0,0,0,,
0.0144016,90.63127136,0,0,0,,
0.0144032,92.42556763,0,0,0,,
0.0144048,94.29109955,0,0,0,,
0.0144064,96.17343903,0,0,0,,
0.014408,98.0847702,0,0,0,,
0.0144096,99.99238586,0,0,0,,
0.0144112,101.9408493,0,0,0,,
0.0144128,103.8413925,0,0,0,,
0.0144144,105.7221375,0,0,0,,
0.014416,107.4961014,0,0,0,,
0.0144176,107.5113068,0,0,0,,
0.0144192,106.4180069,0,0,0,,
0.0144208,105.0755997,0,0,0,,
0.0144224,103.5206833,0,0,0,,
0.014424,101.8103714,0,0,0,,
0.0144256,99.99662781,0,0,0,,
0.0144272,98.14594269,0,0,0,,
0.0144288,96.24681091,0,0,0,,
0.0144304,94.30329895,0,0,0,,
0.014432,92.33893585,0,0,0,,
0.0144336,90.39331055,0,0,0,,
0.0144352,88.42982483,0,0,0,,
0.0144368,87.2299118,0,0,0,,
0.0144384,87.76100922,0,0,0,,
0.01444,89.01572418,0,0,0,,
0.0144416,90.60263062,0,0,0,,
0.0144432,92.37818909,0,0,0,,
0.0144448,94.2456665,0,0,0,,
0.0144464,96.13755035,0,0,0,,
0.014448,98.04870605,0,0,0,,
0.0144496,99.96516418,0,0,0,,
0.0144512,101.8842697,0,0,0,,
0.0144528,103.7775726,0,0,0,,
0.0144544,105.6507111,0,0,0,,
0.014456,107.4071732,0,0,0,,
0.0144576,107.469223,0,0,0,,
0.0144592,106.3531189,0,0,0,,
0.0144608,104.9875565,0,0,0,,
0.0144624,103.4575729,0,0,0,,
0.014464,101.7302856,0,0,0,,
0.0144656,99.93934631,0,0,0,,
0.0144672,98.07133484,0,0,0,,
0.0144688,96.17609406,0,0,0,,
0.0144704,94.21685028,0,0,0,,
0.014472,92.24877167,0,0,0,,
0.0144736,90.28617096,0,0,0,,
0.0144752,88.35804749,0,0,0,,
0.0144768,87.16574097,0,0,0,,
0.0144784,87.70549011,0,0,0,,
0.01448,88.93934631,0,0,0,,
0.0144816,90.53421021,0,0,0,,
0.0144832,92.29402924,0,0,0,,
0.0144848,94.17671967,0,0,0,,
0.0144864,96.05764008,0,0,0,,
0.014488,97.96808624,0,0,0,,
0.0144896,99.88365936,0,0,0,,
0.0144912,101.7928696,0,0,0,,
0.0144928,103.7029648,0,0,0,,
0.0144944,105.5699158,0,0,0,,
0.014496,107.3433456,0,0,0,,
0.0144976,107.3696899,0,0,0,,
0.0144992,106.2611847,0,0,0,,
0.0145008,104.9196625,0,0,0,,
0.0145024,103.3582153,0,0,0,,
0.014504,101.6245575,0,0,0,,
0.0145056,99.89391327,0,0,0,,
0.0145072,97.98081207,0,0,0,,
0.0145088,96.08698273,0,0,0,,
0.0145104,94.1367569,0,0,0,,
0.014512,92.17787933,0,0,0,,
0.0145136,90.22623444,0,0,0,,
0.0145152,88.27442169,0,0,0,,
0.0145168,87.09555054,0,0,0,,
0.0145184,87.62911987,0,0,0,,
0.01452,88.88365936,0,0,0,,
0.0145216,90.456604,0,0,0,,
0.0145232,92.21623993,0,0,0,,
0.0145248,94.08972931,0,0,0,,
0.0145264,95.99010468,0,0,0,,
0.014528,97.88074493,0,0,0,,
0.0145296,99.78341675,0,0,0,,
0.0145312,101.7106552,0,0,0,,
0.0145328,103.620575,0,0,0,,
0.0145344,105.4751587,0,0,0,,
0.014536,107.2606049,0,0,0,,
0.0145376,107.2775803,0,0,0,,
0.0145392,106.1540451,0,0,0,,
0.0145408,104.816597,0,0,0,,
0.0145424,103.2418823,0,0,0,,
0.014544,101.5494232,0,0,0,,
0.0145456,99.7567215,0,0,0,,
0.0145472,97.88852692,0,0,0,,
0.0145488,95.9784317,0,0,0,,
0.0145504,94.04182434,0,0,0,,
0.014552,92.08789063,0,0,0,,
0.0145536,90.1263504,0,0,0,,
0.0145552,88.2104187,0,0,0,,
0.0145568,87.01174927,0,0,0,,
0.0145584,87.55362701,0,0,0,,
0.01456,88.78730011,0,0,0,,
0.0145616,90.37633514,0,0,0,,
0.0145632,92.14234161,0,0,0,,
0.0145648,94.02007294,0,0,0,,
0.0145664,95.90948486,0,0,0,,
0.014568,97.8072052,0,0,0,,
0.0145696,99.69254303,0,0,0,,
0.0145712,101.6217346,0,0,0,,
0.0145728,103.5210419,0,0,0,,
0.0145744,105.3848114,0,0,0,,
0.014576,107.1608963,0,0,0,,
0.0145776,107.1743317,0,0,0,,
0.0145792,106.0649414,0,0,0,,
0.0145808,104.7453461,0,0,0,,
0.0145824,103.1702805,0,0,0,,
0.014584,101.454834,0,0,0,,
0.0145856,99.65842438,0,0,0,,
0.0145872,97.82099152,0,0,0,,
0.0145888,95.92168427,0,0,0,,
0.0145904,93.97003937,0,0,0,,
0.014592,92.01663971,0,0,0,,
0.0145936,90.05951691,0,0,0,,
0.0145952,88.12220001,0,0,0,,
0.0145968,86.92459106,0,0,0,,
0.0145984,87.48149109,0,0,0,,
0.0146,88.71269226,0,0,0,,
0.0146016,90.28634644,0,0,0,,
0.0146032,92.08700562,0,0,0,,
0.0146048,93.95413208,0,0,0,,
0.0146064,95.83823395,0,0,0,,
0.014608,97.75628662,0,0,0,,
0.0146096,99.64569092,0,0,0,,
0.0146112,101.5508347,0,0,0,,
0.0146128,103.4651718,0,0,0,,
0.0146144,105.3422089,0,0,0,,
0.014616,107.1101532,0,0,0,,
0.0146176,107.1198807,0,0,0,,
0.0146192,106.0377197,0,0,0,,
0.0146208,104.6626053,0,0,0,,
0.0146224,103.108757,0,0,0,,
0.014624,101.4065704,0,0,0,,
0.0146256,99.61263275,0,0,0,,
0.0146272,97.75540161,0,0,0,,
0.0146288,95.85874176,0,0,0,,
0.0146304,93.94688416,0,0,0,,
0.014632,91.97350311,0,0,0,,
0.0146336,90.01390839,0,0,0,,
0.0146352,88.07517242,0,0,0,,
0.0146368,86.89506531,0,0,0,,
0.0146384,87.445961,0,0,0,,
0.01464,88.66124725,0,0,0,,
0.0146416,90.2640686,0,0,0,,
0.0146432,92.0205307,0,0,0,,
0.0146448,93.91876984,0,0,0,,
0.0146464,95.80500031,0,0,0,,
0.014648,97.71102905,0,0,0,,
0.0146496,99.60149384,0,0,0,,
0.0146512,101.5262604,0,0,0,,
0.0146528,103.4282227,0,0,0,,
0.0146544,105.317276,0,0,0,,
0.014656,107.0769196,0,0,0,,
0.0146576,107.0866394,0,0,0,,
0.0146592,105.999176,0,0,0,,
0.0146608,104.6509399,0,0,0,,
0.0146624,103.0942535,0,0,0,,
0.014664,101.3910141,0,0,0,,
0.0146656,99.59883881,0,0,0,,
0.0146672,97.73560333,0,0,0,,
0.0146688,95.83540344,0,0,0,,
0.0146704,93.92124939,0,0,0,,
0.014672,91.95423126,0,0,0,,
0.0146736,90.003479,0,0,0,,
0.0146752,88.07357788,0,0,0,,
0.0146768,86.87084198,0,0,0,,
0.0146784,87.42562866,0,0,0,,
0.01468,88.66814423,0,0,0,,
0.0146816,90.25063324,0,0,0,,
0.0146832,92.0279541,0,0,0,,
0.0146848,93.90126801,0,0,0,,
0.0146864,95.80252075,0,0,0,,
0.014688,97.70253754,0,0,0,,
0.0146896,99.59477997,0,0,0,,
0.0146912,101.5038071,0,0,0,,
0.0146928,103.4879761,0,0,0,,
0.0146944,105.3059616,0,0,0,,
0.014696,107.078331,0,0,0,,
0.0146976,107.1000748,0,0,0,,
0.0146992,105.9940491,0,0,0,,
0.0147008,104.6588898,0,0,0,,
0.0147024,103.1006241,0,0,0,,
0.014704,101.395256,0,0,0,,
0.0147056,99.60715485,0,0,0,,
0.0147072,97.7497406,0,0,0,,
0.0147088,95.85043335,0,0,0,,
0.0147104,93.91753387,0,0,0,,
0.014712,91.95246124,0,0,0,,
0.0147136,90.0013504,0,0,0,,
0.0147152,88.08772278,0,0,0,,
0.0147168,86.89170837,0,0,0,,
0.0147184,87.43128204,0,0,0,,
0.01472,88.6729126,0,0,0,,
0.0147216,90.26531219,0,0,0,,
0.0147232,92.04280853,0,0,0,,
0.0147248,93.91082001,0,0,0,,
0.0147264,95.80800629,0,0,0,,
0.014728,97.72375488,0,0,0,,
0.0147296,99.63685608,0,0,0,,
0.0147312,101.5351028,0,0,0,,
0.0147328,103.4634018,0,0,0,,
0.0147344,105.3337173,0,0,0,,
0.014736,107.1085663,0,0,0,,
0.0147376,107.1258926,0,0,0,,
0.0147392,105.999527,0,0,0,,
0.0147408,104.6661377,0,0,0,,
0.0147424,103.1278458,0,0,0,,
0.014744,101.4125824,0,0,0,,
0.0147456,99.61598969,0,0,0,,
0.0147472,97.76141357,0,0,0,,
0.0147488,95.8603363,0,0,0,,
0.0147504,93.92443085,0,0,0,,
0.014752,91.97385406,0,0,0,,
0.0147536,90.00842285,0,0,0,,
0.0147552,88.07817841,0,0,0,,
0.0147568,86.89205933,0,0,0,,
0.0147584,87.4392395,0,0,0,,
0.01476,88.68829346,0,0,0,,
0.0147616,90.27202606,0,0,0,,
0.0147632,92.04828644,0,0,0,,
0.0147648,93.92514038,0,0,0,,
0.0147664,95.82338715,0,0,0,,
0.014768,97.72799683,0,0,0,,
0.0147696,99.65187836,0,0,0,,
0.0147712,101.56427,0,0,0,,
0.0147728,103.4771957,0,0,0,,
0.0147744,105.3524628,0,0,0,,
0.014776,107.1287155,0,0,0,,
0.0147776,107.1433945,0,0,0,,
0.0147792,106.0391312,0,0,0,,
0.0147808,104.6884155,0,0,0,,
0.0147824,103.1297913,0,0,0,,
0.014784,101.4415741,0,0,0,,
0.0147856,99.61209869,0,0,0,,
0.0147872,97.7760849,0,0,0,,
0.0147888,95.86705017,0,0,0,,
0.0147904,93.9511261,0,0,0,,
0.014792,91.98110199,0,0,0,,
0.0147936,90.02539825,0,0,0,,
0.0147952,88.08666229,0,0,0,,
0.0147968,86.9185791,0,0,0,,
0.0147984,87.44984436,0,0,0,,
0.0148,88.67910767,0,0,0,,
0.0148016,90.27291107,0,0,0,,
0.0148032,92.05094147,0,0,0,,
0.0148048,93.93061829,0,0,0,,
0.0148064,95.83823395,0,0,0,,
0.014808,97.74921417,0,0,0,,
0.0148096,99.67839813,0,0,0,,
0.0148112,101.5777054,0,0,0,,
0.0148128,103.5019455,0,0,0,,
0.0148144,105.3959503,0,0,0,,
0.014816,107.1559448,0,0,0,,
0.0148176,107.1716766,0,0,0,,
0.0148192,106.0663605,0,0,0,,
0.0148208,104.7207718,0,0,0,,
0.0148224,103.164444,0,0,0,,
0.014824,101.4558945,0,0,0,,
0.0148256,99.66018677,0,0,0,,
0.0148272,97.78863525,0,0,0,,
0.0148288,95.88897705,0,0,0,,
0.0148304,93.94511414,0,0,0,,
0.014832,91.99595642,0,0,0,,
0.0148336,90.04060364,0,0,0,,
0.0148352,88.09461975,0,0,0,,
0.0148368,86.92299652,0,0,0,,
0.0148384,87.46504974,0,0,0,,
0.01484,88.69802094,0,0,0,,
0.0148416,90.30490875,0,0,0,,
0.0148432,92.06578827,0,0,0,,
0.0148448,93.94316864,0,0,0,,
0.0148464,95.84990692,0,0,0,,
0.014848,97.76070404,0,0,0,,
0.0148496,99.67256927,0,0,0,,
0.0148512,101.5982208,0,0,0,,
0.0148528,103.5346527,0,0,0,,
0.0148544,105.3954239,0,0,0,,
0.014856,107.1780472,0,0,0,,
0.0148576,107.2058029,0,0,0,,
0.0148592,106.0803223,0,0,0,,
0.0148608,104.754715,0,0,0,,
0.0148624,103.1702805,0,0,0,,
0.014864,101.4654465,0,0,0,,
0.0148656,99.66337585,0,0,0,,
0.0148672,97.80632019,0,0,0,,
0.0148688,95.91796875,0,0,0,,
0.0148704,93.96774292,0,0,0,,
0.014872,92.00497437,0,0,0,,
0.0148736,90.054039,0,0,0,,
0.0148752,88.10310364,0,0,0,,
0.0148768,86.90726471,0,0,0,,
0.0148784,87.49050903,0,0,0,,
0.01488,88.72100067,0,0,0,,
0.0148816,90.29430389,0,0,0,,
0.0148832,92.07038879,0,0,0,,
0.0148848,93.95925903,0,0,0,,
0.0148864,95.87359619,0,0,0,,
0.014888,97.77944183,0,0,0,,
0.0148896,99.69802094,0,0,0,,
0.0148912,101.6189041,0,0,0,,
0.0148928,103.5189209,0,0,0,,
0.0148944,105.4201736,0,0,0,,
0.014896,107.1856461,0,0,0,,
0.0148976,107.2194138,0,0,0,,
0.0148992,106.0971222,0,0,0,,
0.0149008,104.7472916,0,0,0,,
0.0149024,103.1978607,0,0,0,,
0.014904,101.4949722,0,0,0,,
0.0149056,99.67450714,0,0,0,,
0.0149072,97.82841492,0,0,0,,
0.0149088,95.9202652,0,0,0,,
0.0149104,93.98878479,0,0,0,,
0.014912,92.00337982,0,0,0,,
0.0149136,90.04962158,0,0,0,,
0.0149152,88.121315,0,0,0,,
0.0149168,86.92547607,0,0,0,,
0.0149184,87.46593475,0,0,0,,
0.01492,88.7142868,0,0,0,,
0.0149216,90.32471466,0,0,0,,
0.0149232,92.09884644,0,0,0,,
0.0149248,93.96685791,0,0,0,,
0.0149264,95.88703156,0,0,0,,
0.014928,97.77184296,0,0,0,,
0.0149296,99.704216,0,0,0,,
0.0149312,101.6468353,0,0,0,,
0.0149328,103.5528641,0,0,0,,
0.0149344,105.438385,0,0,0,,
0.014936,107.2082748,0,0,0,,
0.0149376,107.2443466,0,0,0,,
0.0149392,106.1425552,0,0,0,,
0.0149408,104.7898941,0,0,0,,
0.0149424,103.2417068,0,0,0,,
0.014944,101.5204239,0,0,0,,
0.0149456,99.73249817,0,0,0,,
0.0149472,97.87208557,0,0,0,,
0.0149488,95.9513855,0,0,0,,
0.0149504,94.02166748,0,0,0,,
0.014952,92.05040741,0,0,0,,
0.0149536,90.09133911,0,0,0,,
0.0149552,88.15402222,0,0,0,,
0.0149568,86.95411682,0,0,0,,
0.0149584,87.51402283,0,0,0,,
0.01496,88.74770355,0,0,0,,
0.0149616,90.33602905,0,0,0,,
0.0149632,92.11865234,0,0,0,,
0.0149648,93.99850464,0,0,0,,
0.0149664,95.89516449,0,0,0,,
0.014968,97.82010651,0,0,0,,
0.0149696,99.74134064,0,0,0,,
0.0149712,101.6756516,0,0,0,,
0.0149728,103.609436,0,0,0,,
0.0149744,105.4544678,0,0,0,,
0.014976,107.2632599,0,0,0,,
0.0149776,107.2768707,0,0,0,,
0.0149792,106.1547546,0,0,0,,
0.0149808,104.8150024,0,0,0,,
0.0149824,103.2584991,0,0,0,,
0.014984,101.5561371,0,0,0,,
0.0149856,99.73674011,0,0,0,,
0.0149872,97.87226105,0,0,0,,
0.0149888,95.95333099,0,0,0,,
0.0149904,94.02255249,0,0,0,,
0.014992,92.05412292,0,0,0,,
0.0149936,90.09593964,0,0,0,,
0.0149952,88.15826416,0,0,0,,
0.0149968,86.97073364,0,0,0,,
0.0149984,87.51066589,0,0,0,,
0.015,88.76573181,0,0,0,,
0.0150016,90.36183929,0,0,0,,
0.0150032,92.13774109,0,0,0,,
0.0150048,93.9970932,0,0,0,,
0.0150064,95.91178131,0,0,0,,
0.015008,97.82523346,0,0,0,,
0.0150096,99.73868561,0,0,0,,
0.0150112,101.6820145,0,0,0,,
0.0150128,103.5906982,0,0,0,,
0.0150144,105.4854126,0,0,0,,
0.015016,107.2632599,0,0,0,,
0.0150176,107.2775803,0,0,0,,
0.0150192,106.1595306,0,0,0,,
0.0150208,104.8448792,0,0,0,,
0.0150224,103.2618561,0,0,0,,
0.015024,101.5515442,0,0,0,,
0.0150256,99.73992157,0,0,0,,
0.0150272,97.86200714,0,0,0,,
0.0150288,95.97189331,0,0,0,,
0.0150304,94.02714539,0,0,0,,
0.015032,92.06207275,0,0,0,,
0.0150336,90.09133911,0,0,0,,
0.0150352,88.14783478,0,0,0,,
0.0150368,86.97250366,0,0,0,,
0.0150384,87.51490784,0,0,0,,
0.01504,88.76661682,0,0,0,,
0.0150416,90.35370636,0,0,0,,
0.0150432,92.12501526,0,0,0,,
0.0150448,94.00858307,0,0,0,,
0.0150464,95.92203522,0,0,0,,
0.015048,97.82700348,0,0,0,,
0.0150496,99.76573944,0,0,0,,
0.0150512,101.6777725,0,0,0,,
0.0150528,103.5938797,0,0,0,,
0.0150544,105.4885941,0,0,0,,
0.015056,107.253006,0,0,0,,
0.0150576,107.2871246,0,0,0,,
0.0150592,106.1627121,0,0,0,,
0.0150608,104.8289719,0,0,0,,
0.0150624,103.2597351,0,0,0,,
0.015064,101.5534897,0,0,0,,
0.0150656,99.75035858,0,0,0,,
0.0150672,97.87031555,0,0,0,,
0.0150688,95.98197174,0,0,0,,
0.0150704,94.03916931,0,0,0,,
0.015072,92.06154633,0,0,0,,
0.0150736,90.10495758,0,0,0,,
0.0150752,88.16481018,0,0,0,,
0.0150768,86.95764923,0,0,0,,
0.0150784,87.51950836,0,0,0,,
0.01508,88.75495148,0,0,0,,
0.0150816,90.33779144,0,0,0,,
0.0150832,92.12483978,0,0,0,,
0.0150848,94.01106262,0,0,0,,
0.0150864,95.91513824,0,0,0,,
0.015088,97.82346344,0,0,0,,
0.0150896,99.75830841,0,0,0,,
0.0150912,101.6682281,0,0,0,,
0.0150928,103.5917587,0,0,0,,
0.0150944,105.48983,0,0,0,,
0.015096,107.2713928,0,0,0,,
0.0150976,107.2828827,0,0,0,,
0.0150992,106.1704865,0,0,0,,
0.0151008,104.8153534,0,0,0,,
0.0151024,103.2706985,0,0,0,,
0.015104,101.5439377,0,0,0,,
0.0151056,99.75265503,0,0,0,,
0.0151072,97.88870239,0,0,0,,
0.0151088,95.9635849,0,0,0,,
0.0151104,94.02502441,0,0,0,,
0.015112,92.04315948,0,0,0,,
0.0151136,90.09841156,0,0,0,,
0.0151152,88.15437317,0,0,0,,
0.0151168,86.95340729,0,0,0,,
0.0151184,87.50606537,0,0,0,,
0.01512,88.73373413,0,0,0,,
0.0151216,90.33815002,0,0,0,,
0.0151232,92.12236023,0,0,0,,
0.0151248,94.0018692,0,0,0,,
0.0151264,95.91832733,0,0,0,,
0.015128,97.83566284,0,0,0,,
0.0151296,99.74169159,0,0,0,,
0.0151312,101.6616898,0,0,0,,
0.0151328,103.5857468,0,0,0,,
0.0151344,105.4848785,0,0,0,,
0.015136,107.2593689,0,0,0,,
0.0151376,107.3076324,0,0,0,,
0.0151392,106.1632385,0,0,0,,
0.0151408,104.8137665,0,0,0,,
0.0151424,103.27388,0,0,0,,
0.015144,101.5600281,0,0,0,,
0.0151456,99.74398804,0,0,0,,
0.0151472,97.88746643,0,0,0,,
0.0151488,95.96853638,0,0,0,,
0.0151504,94.025383,0,0,0,,
0.015152,92.03697205,0,0,0,,
0.0151536,90.0823288,0,0,0,,
0.0151552,88.13811493,0,0,0,,
0.0151568,86.95800781,0,0,0,,
0.0151584,87.50748444,0,0,0,,
0.01516,88.76555634,0,0,0,,
0.0151616,90.31834412,0,0,0,,
0.0151632,92.12448883,0,0,0,,
0.0151648,94.00823212,0,0,0,,
0.0151664,95.91779327,0,0,0,,
0.015168,97.82081604,0,0,0,,
0.0151696,99.75088501,0,0,0,,
0.0151712,101.6661072,0,0,0,,
0.0151728,103.5892792,0,0,0,,
0.0151744,105.4825821,0,0,0,,
0.015176,107.255661,0,0,0,,
0.0151776,107.2738647,0,0,0,,
0.0151792,106.1644821,0,0,0,,
0.0151808,104.8169479,0,0,0,,
0.0151824,103.2606201,0,0,0,,
0.015184,101.5356293,0,0,0,,
0.0151856,99.754776,0,0,0,,
0.0151872,97.87403107,0,0,0,,
0.0151888,95.96747589,0,0,0,,
0.0151904,94.02184296,0,0,0,,
0.015192,92.05765533,0,0,0,,
0.0151936,90.07843781,0,0,0,,
0.0151952,88.13899231,0,0,0,,
0.0151968,86.95481873,0,0,0,,
0.0151984,87.49404907,0,0,0,,
0.0152,88.74451447,0,0,0,,
0.0152016,90.33691406,0,0,0,,
0.0152032,92.11281586,0,0,0,,
0.0152048,94.00310516,0,0,0,,
0.0152064,95.90682983,0,0,0,,
0.015208,97.81356812,0,0,0,,
0.0152096,99.75106049,0,0,0,,
0.0152112,101.6735306,0,0,0,,
0.0152128,103.5940552,0,0,0,,
0.0152144,105.4663162,0,0,0,,
0.015216,107.2627335,0,0,0,,
0.0152176,107.2853622,0,0,0,,
0.0152192,106.1611176,0,0,0,,
0.0152208,104.8123474,0,0,0,,
0.0152224,103.2496567,0,0,0,,
0.015224,101.5370483,0,0,0,,
0.0152256,99.73355865,0,0,0,,
0.0152272,97.87208557,0,0,0,,
0.0152288,95.9568634,0,0,0,,
0.0152304,94.01052856,0,0,0,,
0.015232,92.04969788,0,0,0,,
0.0152336,90.08250427,0,0,0,,
0.0152352,88.12767792,0,0,0,,
0.0152368,86.93608093,0,0,0,,
0.0152384,87.50447845,0,0,0,,
0.01524,88.73249817,0,0,0,,
0.0152416,90.33337402,0,0,0,,
0.0152432,92.11547089,0,0,0,,
0.0152448,93.97393036,0,0,0,,
0.0152464,95.9101944,0,0,0,,
0.015248,97.8052597,0,0,0,,
0.0152496,99.73232269,0,0,0,,
0.0152512,101.6705246,0,0,0,,
0.0152528,103.5834503,0,0,0,,
0.0152544,105.4710922,0,0,0,,
0.015256,107.2579575,0,0,0,,
0.0152576,107.2819977,0,0,0,,
0.0152592,106.1639481,0,0,0,,
0.0152608,104.8153534,0,0,0,,
0.0152624,103.2618561,0,0,0,,
0.015264,101.5411148,0,0,0,,
0.0152656,99.74169159,0,0,0,,
0.0152672,97.85458374,0,0,0,,
0.0152688,95.9466095,0,0,0,,
0.0152704,93.9990387,0,0,0,,
0.015272,92.03025055,0,0,0,,
0.0152736,90.058815,0,0,0,,
0.0152752,88.13669586,0,0,0,,
0.0152768,86.9420929,0,0,0,,
0.0152784,87.4777832,0,0,0,,
0.01528,88.72984314,0,0,0,,
0.0152816,90.3187027,0,0,0,,
0.0152832,92.11104584,0,0,0,,
0.0152848,93.98117828,0,0,0,,
0.0152864,95.89180756,0,0,0,,
0.015288,97.80561066,0,0,0,,
0.0152896,99.75177002,0,0,0,,
0.0152912,101.6761856,0,0,0,,
0.0152928,103.5746078,0,0,0,,
0.0152944,105.5013199,0,0,0,,
0.015296,107.2644958,0,0,0,,
0.0152976,107.2765198,0,0,0,,
0.0152992,106.1623611,0,0,0,,
0.0153008,104.7996216,0,0,0,,
0.0153024,103.2595596,0,0,0,,
0.015304,101.5366898,0,0,0,,
0.0153056,99.73692322,0,0,0,,
0.0153072,97.86289215,0,0,0,,
0.0153088,95.94749451,0,0,0,,
0.0153104,94.00292969,0,0,0,,
0.015312,92.03591156,0,0,0,,
0.0153136,90.08179474,0,0,0,,
0.0153152,88.13598633,0,0,0,,
0.0153168,86.9468689,0,0,0,,
0.0153184,87.5039444,0,0,0,,
0.01532,88.74009705,0,0,0,,
0.0153216,90.32365417,0,0,0,,
0.0153232,92.13085175,0,0,0,,
0.0153248,93.98577881,0,0,0,,
0.0153264,95.9101944,0,0,0,,
0.015328,97.81763458,0,0,0,,
0.0153296,99.74646759,0,0,0,,
0.0153312,101.6597443,0,0,0,,
0.0153328,103.5864563,0,0,0,,
0.0153344,105.4827576,0,0,0,,
0.015336,107.2618484,0,0,0,,
0.0153376,107.2680359,0,0,0,,
0.0153392,106.1757965,0,0,0,,
0.0153408,104.814476,0,0,0,,
0.0153424,103.2528381,0,0,0,,
0.015344,101.5388107,0,0,0,,
0.0153456,99.74452209,0,0,0,,
0.0153472,97.85670471,0,0,0,,
0.0153488,95.93795013,0,0,0,,
0.0153504,94.01919556,0,0,0,,
0.015352,92.03874207,0,0,0,,
0.0153536,90.09098816,0,0,0,,
0.0153552,88.13210297,0,0,0,,
0.0153568,86.9495163,0,0,0,,
0.0153584,87.49333954,0,0,0,,
0.01536,88.74982452,0,0,0,,
0.0153616,90.3309021,0,0,0,,
0.0153632,92.12572479,0,0,0,,
0.0153648,93.99497223,0,0,0,,
0.0153664,95.9156723,0,0,0,,
0.015368,97.82452393,0,0,0,,
0.0153696,99.75442505,0,0,0,,
0.0153712,101.6837845,0,0,0,,
0.0153728,103.5873413,0,0,0,,
0.0153744,105.4748001,0,0,0,,
0.015376,107.2705078,0,0,0,,
0.0153776,107.3141785,0,0,0,,
0.0153792,106.2014313,0,0,0,,
0.0153808,104.8498306,0,0,0,,
0.0153824,103.2926178,0,0,0,,
0.015384,101.5831909,0,0,0,,
0.0153856,99.759552,0,0,0,,
0.0153872,97.9017868,0,0,0,,
0.0153888,96.00106049,0,0,0,,
0.0153904,94.04977417,0,0,0,,
0.015392,92.0664978,0,0,0,,
0.0153936,90.13536072,0,0,0,,
0.0153952,88.15968323,0,0,0,,
0.0153968,86.98046112,0,0,0,,
0.0153984,87.52145386,0,0,0,,
0.0154,88.76449585,0,0,0,,
0.0154016,90.37509918,0,0,0,,
0.0154032,92.14994049,0,0,0,,
0.0154048,94.02785492,0,0,0,,
0.0154064,95.93865204,0,0,0,,
0.015408,97.85246277,0,0,0,,
0.0154096,99.75849152,0,0,0,,
0.0154112,101.7014694,0,0,0,,
0.0154128,103.6165085,0,0,0,,
0.0154144,105.5048599,0,0,0,,
0.015416,107.2850037,0,0,0,,
0.0154176,107.3293839,0,0,0,,
0.0154192,106.2054977,0,0,0,,
0.0154208,104.8666306,0,0,0,,
0.0154224,103.2940369,0,0,0,,
0.015424,101.5839005,0,0,0,,
0.0154256,99.77935028,0,0,0,,
0.0154272,97.92317963,0,0,0,,
0.0154288,96.00849152,0,0,0,,
0.0154304,94.05154419,0,0,0,,
0.015432,92.07939911,0,0,0,,
0.0154336,90.11291504,0,0,0,,
0.0154352,88.18513489,0,0,0,,
0.0154368,86.98806,0,0,0,,
0.0154384,87.53577423,0,0,0,,
0.01544,88.805336,0,0,0,,
0.0154416,90.32824707,0,0,0,,
0.0154432,92.19166565,0,0,0,,
0.0154448,94.03050995,0,0,0,,
